lab,sex,sexpref,age,behavior1,behavior2,behavior3,attitude1,attitude2,attitude3,desire1,desire2,desire3,sra
no,female,,37,2,4,4,2,4,3,4,4,3,5
yes,female,men,25,3,3,3,4,2,4,3,3,2,5
no,male,either,31,1,2,1,1,1,2,2,2,1,2
yes,female,men,20,1,1,1,2,1,1,5,4,2,7
no,female,men,38,1,4,4,5,5,5,3,4,2,5
no,male,men,34,5,5,5,5,5,5,5,5,5,5
no,female,men,19,2,1,2,3,1,3,2,2,2,3
no,female,,22,1,1,1,1,1,1,4,3,2,5
no,female,either,20,1,1,1,5,5,4,3,3,2,5
no,female,,35,2,1,1,1,1,2,1,1,1,4
no,female,men,20,1,1,1,1,1,1,1,1,1,5
no,male,,41,1,5,5,3,5,5,2,2,2,6
no,female,men,18,1,1,1,2,2,3,4,3,3,2
no,male,men,58,1,2,3,3,2,5,5,4,5,6
no,female,either,18,3,1,1,5,1,1,3,2,2,6
no,female,women,32,2,2,1,1,5,1,1,1,1,4
no,male,women,30,3,3,4,5,4,5,5,2,4,5
no,female,men,21,2,3,3,3,4,3,2,2,1,6
no,male,women,39,2,3,3,3,3,3,4,3,3,3
no,male,men,19,1,1,1,3,2,3,4,5,5,6
no,male,women,44,1,1,1,1,1,4,2,2,2,2
no,female,men,20,2,1,1,4,3,2,4,4,4,7
no,male,women,18,1,1,1,4,4,4,5,5,5,5
no,male,women,19,5,4,5,5,5,4,4,5,4,6
no,male,,53,2,1,1,3,4,4,4,4,4,5
no,male,men,25,2,1,1,5,5,5,5,3,4,6
no,female,men,25,2,3,3,4,4,4,3,2,2,6
no,male,women,40,5,5,5,4,5,5,5,4,4,2
no,female,men,18,1,1,1,1,1,1,4,3,3,4
no,female,men,40,2,5,5,5,5,5,2,3,3,5
no,male,women,25,1,1,1,1,1,1,3,3,2,4
no,male,women,28,2,1,1,4,4,4,5,5,5,4
no,female,men,23,1,1,1,2,1,1,2,1,2,6
no,female,men,28,2,2,1,2,1,1,3,1,1,6
no,male,men,36,2,2,1,5,5,5,4,4,2,4
no,female,women,21,2,1,1,5,3,2,4,2,2,3
no,female,either,22,2,3,3,3,4,3,3,2,3,2
no,female,either,19,1,1,1,4,4,3,4,4,4,2
no,female,men,19,2,1,1,4,4,4,2,1,1,5
no,male,,29,2,5,5,5,5,5,3,2,1,6
no,male,men,18,1,1,1,3,2,3,5,4,3,3
no,male,women,20,2,3,3,3,5,5,5,5,5,5
no,male,women,41,1,4,4,5,5,5,4,4,4,1
no,male,women,23,2,5,3,3,3,3,4,4,2,7
no,male,women,18,1,1,1,5,4,1,5,5,2,5
no,male,men,38,3,2,2,5,4,5,3,2,2,4
no,male,women,36,2,2,5,4,3,2,5,4,5,4
no,male,women,20,2,2,3,2,2,4,5,4,2,5
no,female,men,30,2,3,4,3,2,4,2,2,1,5
no,female,either,18,2,1,1,1,1,1,4,2,1,7
no,male,men,27,2,4,4,4,3,4,5,4,2,1
no,female,men,34,2,2,1,2,1,2,3,2,2,5
no,female,men,27,2,2,1,3,2,2,4,4,4,5
no,female,men,22,2,2,3,5,2,5,4,3,2,5
no,male,women,49,2,3,2,3,5,4,4,4,3,4
no,male,women,26,1,1,1,3,2,2,2,1,1,2
no,female,men,19,4,2,3,5,5,5,3,2,2,4
yes,male,women,23,1,3,2,5,5,5,5,4,4,5
no,female,either,24,3,4,5,3,1,3,3,3,3,2
no,female,either,38,2,2,2,4,2,2,4,2,2,3
no,female,men,23,2,2,2,2,1,2,1,1,1,6
yes,female,men,20,2,2,2,5,2,5,2,2,2,6
yes,female,men,18,2,1,1,3,1,2,2,2,2,4
yes,female,men,19,4,4,3,3,3,5,2,2,1,5
yes,female,either,19,2,4,1,2,2,2,4,2,2,2
yes,female,men,23,1,1,1,3,4,1,1,2,1,6
yes,female,men,21,2,2,3,4,3,5,2,2,2,6
yes,male,women,20,4,2,2,3,4,4,5,4,5,5
yes,male,women,19,4,3,4,5,5,5,4,5,4,6
yes,male,women,21,2,1,1,5,3,4,3,1,2,4
yes,male,women,18,2,2,3,4,1,5,5,4,5,5
yes,male,women,25,1,1,1,1,1,3,2,2,2,4
yes,male,women,20,4,3,3,5,5,5,4,4,4,6
yes,male,either,19,4,3,4,4,3,4,2,2,2,3
yes,female,men,18,1,1,1,4,2,1,2,2,2,5
yes,female,men,19,1,1,2,4,4,5,4,4,2,5
yes,female,men,20,3,2,3,3,2,4,2,3,1,2
yes,female,men,24,2,1,1,3,2,2,3,3,4,3
yes,female,men,21,2,2,2,5,3,4,2,1,2,4
yes,female,men,28,2,4,4,3,2,3,4,4,4,6
yes,male,women,20,3,2,2,5,4,4,5,5,4,5
yes,male,women,29,3,2,5,3,3,1,2,4,1,7
yes,male,women,22,3,2,2,5,5,5,5,3,4,5
yes,male,women,30,4,3,5,3,2,4,2,2,2,2
yes,male,women,29,2,5,5,1,2,4,2,5,4,4
no,female,men,19,1,2,1,4,3,2,2,3,4,5
yes,female,men,19,1,1,1,3,2,2,2,4,3,4
yes,female,men,32,1,1,1,3,3,3,2,2,2,4
yes,female,men,20,2,2,2,3,3,2,5,4,2,6
yes,female,either,29,1,1,1,3,2,2,2,2,2,4
yes,female,men,19,4,2,3,4,4,4,3,2,5,4
yes,female,men,22,3,1,2,4,3,4,2,2,2,4
yes,female,men,18,1,1,1,2,3,3,4,3,4,6
yes,female,men,23,2,3,3,5,5,5,3,2,3,4
yes,male,women,25,2,3,3,4,4,4,5,5,4,4
yes,male,women,20,3,3,4,5,5,4,4,3,4,4
yes,male,women,18,1,1,1,1,1,1,3,3,4,5
yes,male,women,21,1,1,1,3,4,4,2,2,3,5
yes,female,men,19,1,1,1,5,3,3,4,4,5,4
yes,male,women,29,3,2,2,2,1,2,3,2,2,5
yes,male,women,26,2,2,2,5,4,4,3,3,2,4
yes,female,men,20,1,1,1,1,1,1,2,1,1,4
yes,female,men,19,2,5,5,5,5,5,2,4,2,2
yes,male,women,18,1,1,1,5,4,3,4,4,4,4
yes,female,men,23,2,1,1,2,4,2,4,2,1,6
no,male,men,18,1,1,1,5,4,5,4,2,4,4
yes,male,women,19,1,1,1,3,2,1,2,3,3,6
no,female,men,23,3,1,3,2,2,2,1,2,1,5
yes,female,either,20,2,1,1,5,1,4,3,3,3,4
yes,female,men,18,3,3,3,5,4,5,5,4,4,4
yes,female,men,19,1,1,1,4,3,3,4,4,4,4
yes,male,women,19,1,1,1,3,4,4,5,5,3,3
yes,male,women,18,2,2,3,5,4,3,4,4,3,4
yes,male,women,18,1,2,2,2,1,3,3,3,3,6
yes,male,women,21,2,2,2,4,5,4,4,2,2,5
yes,female,men,18,4,3,3,3,4,2,4,3,4,2
yes,female,men,21,4,2,5,5,5,5,3,3,3,5
yes,female,men,21,2,2,3,3,1,3,2,2,2,4
yes,female,men,21,1,1,1,2,1,1,1,2,1,4
yes,female,either,30,4,1,4,3,4,5,5,5,3,4
yes,female,men,19,4,3,2,4,5,5,5,4,4,4
yes,female,men,18,1,1,1,5,2,2,5,4,4,4
yes,female,men,19,2,1,1,3,1,3,1,2,1,2
yes,female,men,18,3,2,2,4,3,4,3,4,2,5
yes,female,men,19,3,3,4,5,5,5,3,2,2,3
yes,female,men,19,1,1,1,4,2,3,3,4,3,4
no,female,men,20,2,1,1,3,2,3,2,1,1,5
yes,female,men,19,1,1,1,5,1,2,4,4,4,4
yes,female,men,18,1,1,1,3,2,3,2,4,4,3
yes,female,either,18,3,1,2,4,3,5,3,3,1,1
yes,female,men,19,1,1,1,1,1,1,4,4,4,4
yes,female,men,18,2,2,1,2,5,1,1,1,1,4
yes,male,women,19,3,1,3,5,5,5,4,4,2,5
yes,female,men,24,3,1,2,3,2,2,5,2,2,4
yes,female,men,20,3,5,3,4,3,4,2,2,2,4
yes,female,men,18,3,2,2,3,2,2,5,5,4,6
no,female,men,18,3,2,2,4,4,5,3,3,3,4
yes,female,either,19,3,2,3,5,3,5,5,2,4,2
yes,female,men,20,2,1,1,3,2,3,4,3,5,5
yes,female,men,18,5,5,4,5,4,3,5,4,4,4
yes,female,men,21,4,3,4,5,4,4,5,3,4,5
yes,female,men,18,2,2,1,3,2,3,1,2,1,3
yes,female,men,22,2,2,4,4,2,2,2,2,2,5
no,female,men,25,2,1,3,4,1,3,2,1,2,6
yes,female,men,19,2,1,1,4,4,3,4,1,2,1
yes,female,either,24,3,2,2,5,4,5,2,3,1,4
yes,female,men,22,1,1,3,5,5,5,3,3,2,4
yes,female,men,19,3,2,3,5,4,5,3,4,3,5
yes,female,men,19,3,3,3,4,4,4,3,3,4,4
yes,female,men,18,4,2,4,5,5,5,4,4,4,6
yes,female,men,18,2,2,2,3,4,4,4,3,2,3
yes,female,men,19,2,2,3,3,4,3,5,5,5,4
yes,female,men,21,3,2,4,3,1,4,5,4,2,4
yes,female,men,24,2,3,3,2,1,2,2,2,1,1
yes,female,men,23,1,1,1,4,2,2,3,3,3,4
yes,female,men,18,4,3,3,4,2,4,4,4,3,4
yes,female,men,26,2,4,3,3,2,4,2,2,2,1
yes,female,men,19,2,2,2,5,4,5,3,3,3,4
yes,female,men,18,3,3,3,5,5,4,4,4,3,5
yes,female,men,18,2,1,1,3,3,3,3,2,2,3
yes,female,men,23,2,1,1,5,2,2,4,4,2,4
yes,female,men,20,2,2,1,3,2,3,4,4,2,4
yes,female,either,19,1,3,3,5,2,1,2,3,1,6
yes,male,women,21,2,1,3,4,3,4,4,3,4,4
yes,male,women,25,1,1,1,5,1,5,3,2,4,5
yes,male,women,19,4,3,4,5,5,4,5,5,4,4
yes,male,women,27,2,1,4,5,3,5,4,3,2,6
yes,male,women,22,2,1,1,5,4,3,3,2,2,5
yes,female,men,24,2,2,3,3,2,4,3,3,2,6
yes,female,either,22,4,4,3,4,3,4,3,3,4,6
yes,female,men,20,3,2,1,5,3,4,5,5,4,5
yes,female,men,18,4,3,3,4,2,4,4,4,4,4
yes,male,women,18,1,1,1,1,1,1,2,1,1,5
yes,male,women,19,3,2,3,4,3,4,4,4,5,4
yes,male,women,21,3,2,3,5,5,5,4,3,3,3
yes,male,women,21,2,3,3,5,4,5,4,4,4,5
yes,male,women,20,3,2,1,3,2,5,5,2,2,4
yes,female,men,22,3,2,5,5,3,5,3,2,2,5
yes,female,men,21,3,2,2,3,2,4,3,2,2,5
yes,female,men,18,3,3,2,5,3,4,3,5,4,5
yes,female,men,18,2,2,2,4,2,4,2,2,1,4
yes,female,men,18,2,2,2,4,4,4,3,2,2,4
yes,female,men,31,2,5,5,5,4,5,2,1,1,4
yes,female,men,18,2,2,2,5,3,4,3,3,3,4
yes,female,men,19,3,1,2,3,3,4,4,4,3,5
yes,female,men,18,2,2,1,3,3,4,1,1,1,3
yes,male,women,19,1,1,1,4,3,4,5,3,4,3
yes,male,women,19,4,2,3,5,2,5,4,4,2,4
no,female,men,20,2,3,2,3,2,2,4,4,3,5
no,male,women,39,4,3,5,5,4,1,5,5,5,6
yes,female,men,19,1,1,1,1,1,1,1,1,1,5
yes,female,men,19,2,3,3,3,2,4,3,2,3,5
no,female,men,19,2,2,2,5,4,2,5,2,2,4
yes,female,men,20,3,1,2,5,5,1,5,4,5,5
yes,female,men,19,1,1,1,5,4,3,4,4,4,4
yes,female,men,22,2,2,2,5,3,3,4,4,2,6
yes,female,men,18,1,1,1,1,1,1,1,2,1,4
yes,female,men,20,2,1,2,4,1,3,2,2,2,3
yes,female,men,22,1,1,2,3,2,3,3,3,2,6
yes,female,men,18,2,2,3,4,2,4,4,4,2,3
yes,male,women,23,1,1,1,4,1,1,2,1,2,6
yes,male,women,25,3,2,4,5,4,5,4,4,4,5
yes,male,women,20,2,2,1,5,4,4,4,4,2,5
yes,male,women,18,2,2,4,3,2,3,5,5,5,6
yes,male,either,28,3,2,3,5,4,5,3,3,2,2
yes,female,men,19,2,1,2,5,5,5,4,3,2,4
yes,female,men,20,1,1,1,3,2,3,3,3,2,4
no,female,men,23,1,1,1,1,1,1,1,1,1,4
yes,female,men,20,2,1,2,3,3,1,2,2,2,4
yes,female,either,23,2,4,4,4,5,5,5,5,5,5
yes,female,either,18,1,1,1,5,4,3,5,4,5,5
yes,male,women,18,2,1,1,3,3,3,2,2,2,5
yes,male,women,19,2,1,1,3,2,3,4,4,5,5
yes,male,women,18,3,2,3,4,2,4,2,3,2,6
yes,male,women,18,3,3,1,3,2,4,1,2,1,4
yes,male,women,20,2,1,2,4,3,5,3,2,4,5
yes,male,women,23,4,3,3,3,4,4,5,4,4,6
yes,male,women,22,2,2,2,1,1,1,2,2,2,4
yes,female,men,18,2,1,1,4,2,4,4,3,2,4
yes,female,men,24,3,1,1,3,4,2,2,3,2,5
yes,female,men,19,1,1,1,3,1,1,2,2,1,4
yes,male,women,22,3,2,5,5,5,5,5,2,5,5
yes,female,men,22,4,3,3,4,5,5,4,4,3,5
yes,female,men,22,1,1,1,1,1,1,2,1,1,3
yes,female,men,18,2,1,1,2,2,1,4,5,5,6
yes,female,men,19,2,1,1,5,4,3,2,3,2,6
yes,male,women,20,2,5,5,5,5,5,4,2,2,6
yes,male,women,20,3,2,3,5,4,4,4,3,4,5
yes,male,women,23,1,1,1,1,1,2,4,3,4,5
yes,female,men,18,4,1,3,5,3,5,3,2,1,4
no,male,women,22,3,2,2,3,5,2,4,5,1,5
yes,female,either,19,2,1,2,2,2,2,3,1,3,2
no,female,men,24,2,1,1,1,1,1,4,3,2,5
no,female,men,43,2,5,5,5,5,5,4,4,2,5
no,female,men,18,1,1,1,5,4,4,4,3,3,5
no,female,men,25,3,3,4,5,5,4,2,2,2,4
no,female,men,32,3,2,1,3,3,3,4,4,4,3
no,female,men,22,1,2,1,5,5,3,3,3,3,4
no,male,women,20,2,2,2,5,4,5,5,4,5,4
no,female,either,21,4,5,5,5,5,5,5,5,5,6
no,female,men,22,3,1,2,5,2,3,2,1,1,4
no,male,women,30,2,1,1,5,4,4,2,2,2,3
no,male,women,48,2,5,5,2,3,4,5,4,4,4
no,female,men,18,2,1,1,1,2,1,2,3,2,7
no,female,either,48,2,1,1,5,1,3,1,1,1,5
no,female,men,21,2,3,3,5,3,5,2,2,2,3
no,female,women,30,3,4,5,5,5,5,5,4,4,7
no,female,men,29,2,4,4,4,1,3,2,1,2,4
no,female,men,37,3,4,3,4,4,5,4,2,3,5
no,male,either,32,2,4,4,4,3,3,4,4,3,6
no,male,women,40,3,2,2,5,5,5,5,4,5,5
no,male,women,26,2,1,1,3,4,4,5,5,5,5
no,female,men,24,1,1,1,5,2,4,5,3,2,6
no,male,women,43,2,2,2,3,4,4,5,3,2,5
no,female,men,25,2,1,1,4,2,4,2,2,2,6
no,female,men,26,1,2,1,4,3,2,4,2,2,4
no,female,either,34,2,2,2,2,1,3,2,2,1,5
no,female,men,20,4,3,3,3,1,3,4,4,2,4
yes,female,men,19,2,2,1,5,3,5,3,2,2,4
yes,female,men,18,3,3,4,5,4,5,4,3,3,6
yes,female,men,22,1,4,3,5,3,5,4,4,4,5
yes,female,men,18,4,2,4,5,5,5,4,3,3,2
yes,female,men,19,3,2,2,5,4,3,3,2,2,2
yes,female,men,18,2,1,1,2,2,3,2,2,1,4
yes,female,men,18,3,2,3,4,5,5,5,4,3,4
yes,female,men,20,3,3,4,5,4,5,3,2,2,4
yes,female,men,22,2,1,1,3,2,2,2,2,2,4
yes,female,men,27,2,3,4,5,5,5,1,1,1,5
yes,female,men,21,4,3,3,5,3,5,3,3,3,4
yes,female,men,21,3,3,3,4,4,4,3,2,2,2
yes,female,men,19,2,2,1,5,2,2,2,1,2,3
yes,female,men,19,2,3,2,5,4,4,2,2,1,4
yes,female,men,28,2,1,1,3,2,3,2,2,1,3
yes,female,men,19,3,2,1,3,3,3,2,3,2,5
yes,female,either,18,1,1,1,5,2,2,3,1,2,2
yes,female,men,18,2,1,1,4,3,4,5,4,1,6
yes,female,men,20,3,2,2,2,1,1,3,2,1,4
no,female,men,19,2,1,1,1,1,1,2,2,1,5
yes,female,men,30,4,1,3,1,5,5,4,3,2,4
yes,female,men,22,2,1,1,1,1,1,2,1,1,4
yes,female,men,18,2,1,1,3,3,4,3,2,2,5
yes,female,men,20,2,2,3,2,3,2,2,2,1,6
yes,female,men,21,2,4,4,5,4,5,3,4,2,7
yes,female,men,32,2,1,3,5,4,5,4,2,2,4
yes,female,either,23,1,2,3,5,5,2,2,2,2,4
yes,female,men,19,2,2,2,5,5,4,3,4,4,4
yes,female,men,21,2,2,3,4,4,5,2,2,2,5
yes,female,men,22,3,4,5,5,4,5,2,3,2,5
yes,female,men,23,2,2,4,5,4,5,2,2,2,4
yes,female,either,20,1,1,1,5,4,3,5,4,3,4
no,female,women,18,1,1,1,5,5,3,5,4,4,3
no,male,men,18,1,1,1,3,2,3,5,5,5,2
no,female,,24,2,2,3,4,2,5,5,2,1,2
yes,female,men,19,3,2,2,3,3,3,2,2,1,3
yes,female,men,23,3,1,3,4,3,5,5,2,2,6
yes,female,men,22,3,1,5,5,5,5,4,3,4,4
no,male,men,25,3,2,2,3,2,5,4,2,3,4
yes,female,men,19,3,2,4,3,3,4,3,3,2,4
yes,female,men,21,2,2,1,3,2,3,2,2,2,5
yes,female,either,19,3,3,2,5,4,4,2,1,1,4
yes,female,men,27,3,5,5,5,3,5,2,1,1,6
yes,female,men,19,2,2,1,4,3,3,4,4,4,4
yes,female,men,19,2,2,1,2,1,2,2,2,2,4
yes,female,men,18,1,1,1,2,2,3,2,2,2,4
yes,female,either,21,2,4,3,3,3,4,3,4,2,4
no,female,either,22,2,2,2,5,2,2,3,1,3,5
no,male,women,26,4,3,4,5,4,2,3,3,3,6
yes,female,men,23,3,2,3,3,2,5,4,3,3,5
yes,female,men,20,1,1,1,1,1,1,1,2,1,4
yes,female,men,21,3,1,1,5,1,3,3,2,1,4
yes,female,men,18,2,1,1,1,5,2,1,1,1,6
no,female,men,26,1,1,2,5,3,3,2,2,1,6
yes,female,men,20,4,2,4,4,3,3,4,1,2,5
yes,female,men,18,2,1,2,2,3,2,5,4,4,4
no,female,women,27,3,2,4,3,1,4,2,2,2,6
no,female,,20,2,3,3,3,3,3,2,1,2,5
yes,female,men,20,2,2,1,4,1,2,1,1,1,5
no,female,men,60,1,2,4,1,1,1,2,2,2,6
no,female,either,21,5,5,5,5,5,3,5,4,4,6
yes,female,men,19,2,1,1,2,1,3,2,2,2,7
yes,female,men,19,4,2,3,4,5,5,3,4,4,4
yes,female,men,19,2,1,1,3,1,3,2,2,3,5
yes,female,either,18,1,1,1,5,4,5,3,4,2,2
yes,female,men,19,2,1,2,3,1,2,2,2,2,4
yes,female,either,18,2,2,2,5,5,5,5,5,4,4
yes,female,either,20,1,2,2,2,3,4,3,3,2,6
yes,female,men,25,2,2,3,5,5,4,4,4,2,4
yes,female,men,23,2,4,4,5,3,4,4,2,2,5
yes,female,men,23,3,3,4,4,2,3,5,5,4,4
yes,female,men,22,2,2,1,4,1,2,3,3,2,4
yes,female,men,18,3,1,2,2,1,3,3,3,3,6
yes,female,men,19,3,2,2,5,5,5,4,3,4,4
yes,female,men,19,4,3,4,3,3,4,4,3,4,5
yes,female,either,24,2,4,5,5,4,5,5,4,5,5
yes,female,men,21,4,2,3,2,1,3,3,2,2,5
yes,female,men,19,1,1,1,1,1,3,2,2,2,4
yes,female,men,25,3,2,4,5,2,5,2,1,2,5
yes,female,either,23,1,3,3,5,4,4,2,2,1,4
yes,female,men,19,1,1,1,3,3,3,3,3,3,1
yes,female,men,19,2,2,1,3,1,4,3,2,2,5
yes,female,either,23,3,3,3,4,4,5,3,3,3,4
no,female,women,19,1,1,1,4,1,3,3,3,2,4
yes,female,men,20,2,2,2,3,5,4,5,3,3,5
yes,female,men,19,3,2,2,3,2,4,3,4,2,4
yes,female,men,19,2,1,2,4,4,5,3,2,2,5
yes,female,men,20,1,1,1,1,1,3,3,2,1,2
yes,female,men,22,3,2,1,1,1,2,2,2,2,3
yes,female,men,18,1,1,1,3,4,1,4,5,4,4
yes,female,men,20,2,1,1,2,3,2,3,4,2,6
yes,female,men,19,2,2,1,1,1,3,2,2,1,5
yes,female,men,19,1,1,1,4,2,3,4,3,2,4
yes,female,men,21,2,2,1,4,3,3,3,3,3,6
yes,female,men,28,2,1,1,2,1,2,4,3,2,4
yes,female,men,30,2,1,1,3,1,1,2,2,2,5
yes,female,men,21,3,2,3,3,1,2,4,3,2,7
yes,female,men,19,3,2,3,5,5,5,5,4,4,5
yes,female,men,20,2,3,3,3,3,2,1,2,2,5
yes,female,men,19,1,1,1,2,2,4,2,3,2,4
yes,female,men,25,3,1,2,3,4,4,3,3,2,4
yes,female,men,19,3,1,1,3,1,3,2,2,1,6
yes,female,men,31,2,1,1,3,4,2,3,1,1,4
yes,female,men,20,4,3,4,5,4,5,5,5,4,4
yes,female,men,22,4,2,5,5,5,5,2,2,1,5
no,male,women,45,1,2,2,4,4,3,4,3,4,4
no,male,women,33,2,1,1,5,1,1,1,1,1,5
no,female,either,34,2,3,3,3,2,4,2,2,2,5
no,female,women,19,2,1,2,5,5,5,4,2,2,5
no,female,men,37,1,4,5,5,5,5,5,2,3,6
no,female,men,19,1,1,1,4,4,3,5,4,3,3
no,male,,24,1,1,1,3,3,4,1,1,1,5
no,female,men,18,1,1,1,5,3,2,3,2,2,4
no,female,,18,1,1,2,4,2,3,4,4,2,6
no,female,men,21,2,4,3,4,5,4,5,2,5,4
no,female,women,18,1,1,1,5,3,4,4,3,4,5
no,female,men,24,4,4,5,5,5,2,2,2,2,3
no,female,men,24,3,5,5,5,5,5,5,2,4,5
no,female,either,18,3,2,3,4,3,4,2,2,2,3
no,female,men,18,1,1,1,4,2,2,5,4,2,6
no,female,men,21,5,5,5,5,5,5,5,4,5,4
no,female,men,37,1,3,3,2,1,3,4,4,2,5
no,female,men,24,2,3,3,4,1,4,1,1,1,5
no,female,men,22,2,2,1,2,3,4,3,2,1,5
no,male,men,56,2,1,1,2,2,2,3,3,4,2
no,female,men,20,3,2,2,3,2,3,5,4,4,7
no,female,either,18,3,2,3,4,4,4,5,4,4,6
no,female,men,21,3,2,3,5,3,4,2,2,2,2
no,male,women,37,2,3,3,5,4,5,5,4,4,6
no,female,men,30,2,1,1,5,2,2,4,2,2,5
no,female,either,18,3,3,3,5,4,4,5,5,4,4
no,female,men,18,1,1,1,3,1,2,4,4,4,4
no,female,either,18,1,1,1,3,1,1,4,2,1,2
no,female,either,18,1,1,1,2,4,4,3,2,2,1
no,female,men,23,2,5,5,5,5,5,3,3,3,4
no,male,women,33,1,1,1,4,1,4,5,4,2,3
no,female,women,23,2,3,4,5,1,5,4,4,3,5
no,female,men,18,1,1,1,1,1,1,4,1,1,6
no,female,men,37,1,1,3,5,3,3,3,3,2,5
no,female,either,26,4,3,5,5,4,5,4,4,5,5
no,female,men,20,3,1,3,3,1,3,2,2,1,5
no,male,women,18,1,1,1,2,1,1,5,2,3,6
no,male,women,18,1,1,1,3,4,3,5,3,4,5
no,female,men,38,2,2,3,5,3,5,2,2,1,5
no,male,women,43,2,1,1,1,1,1,1,1,1,4
no,female,men,19,3,1,3,3,5,5,5,5,5,2
no,male,women,20,5,4,5,5,5,5,5,2,5,6
no,male,women,20,1,2,2,3,2,3,2,1,3,5
no,female,either,22,3,3,3,4,5,4,2,1,2,5
no,male,women,19,1,1,1,1,1,5,4,4,3,4
no,female,men,59,2,2,5,4,1,3,1,1,1,3
no,male,women,19,1,1,1,1,1,2,3,1,1,4
no,male,women,29,2,2,4,5,5,5,3,1,1,5
no,female,men,23,2,2,2,5,4,1,4,2,3,5
no,female,men,54,1,5,5,3,1,1,1,2,2,1
no,female,men,20,1,1,1,3,1,5,3,1,1,4
no,female,men,40,2,1,3,3,3,3,2,2,2,4
no,female,men,18,1,1,1,1,1,2,1,1,1,5
no,female,men,27,2,3,3,5,3,4,3,2,1,5
no,female,men,44,4,1,2,2,2,4,4,5,4,5
no,female,women,19,1,1,1,2,2,2,3,3,3,6
no,female,men,30,2,1,1,3,2,4,2,2,2,4
no,male,women,23,1,1,1,4,4,2,4,4,5,5
no,female,men,25,2,1,1,1,1,1,2,1,1,5
no,female,,34,2,1,1,1,1,2,2,2,2,5
no,male,women,40,5,4,5,3,4,3,4,3,2,6
no,female,men,21,1,1,1,3,2,1,4,4,2,3
no,female,men,19,1,2,1,5,4,5,2,2,1,4
no,female,men,19,2,1,1,3,2,2,3,4,1,2
no,female,men,20,1,1,1,1,1,1,1,1,1,6
no,male,women,19,1,2,2,5,5,2,5,5,5,4
no,female,men,21,3,2,2,3,4,4,3,3,2,4
no,male,women,19,1,1,1,2,2,3,5,4,1,5
no,female,men,20,3,3,3,5,5,4,2,2,1,6
no,female,men,23,1,1,1,1,1,1,1,1,1,5
no,female,men,26,4,3,3,3,3,2,2,3,3,3
no,female,men,18,1,2,3,5,5,5,2,3,2,6
no,female,men,21,1,1,1,1,1,1,4,3,4,4
no,male,women,31,3,4,4,5,5,5,5,4,3,4
no,female,men,32,2,2,1,2,1,1,2,4,2,6
no,female,men,18,4,3,4,5,5,1,5,4,4,4
no,female,men,21,3,1,2,2,1,1,1,1,1,6
no,female,men,18,1,1,1,5,3,3,5,2,3,3
no,male,women,24,1,1,1,3,4,4,5,2,4,5
no,female,men,34,4,5,5,3,4,4,2,2,2,6
no,female,either,25,1,1,1,5,3,3,5,4,2,3
no,female,either,23,1,1,1,5,5,4,5,5,5,5
no,male,women,23,1,1,1,2,2,1,5,5,5,3
no,female,either,18,3,1,1,4,4,4,3,3,3,5
no,male,men,47,2,4,4,5,4,4,5,2,4,6
no,female,either,25,4,1,3,5,5,3,5,4,2,6
no,male,women,38,2,1,1,5,5,3,4,5,5,5
no,female,men,27,2,1,2,5,3,3,3,3,4,5
no,female,women,21,2,2,3,4,1,3,2,1,2,4
no,female,men,19,1,1,1,2,1,1,4,3,2,5
no,male,women,41,2,2,4,5,5,5,5,4,4,3
no,female,either,27,4,4,5,5,2,5,2,2,2,5
no,female,either,19,5,2,4,5,4,5,2,3,2,4
no,female,men,27,3,2,4,3,2,5,3,5,2,7
no,female,men,46,3,2,5,3,4,4,4,4,4,4
no,male,women,28,3,2,2,5,1,3,2,2,1,5
no,male,women,36,2,3,3,4,2,2,5,3,5,5
no,female,either,19,1,1,1,5,4,3,3,4,3,5
no,female,men,18,1,1,1,2,1,1,4,5,3,5
no,male,men,21,1,1,1,2,1,1,2,3,2,3
no,female,men,18,1,1,1,3,1,1,1,1,1,2
no,female,either,24,1,1,2,5,1,3,5,1,5,3
no,male,women,18,1,1,1,3,2,3,2,1,1,3
no,female,men,19,1,1,1,1,2,1,5,4,4,4
no,female,either,18,2,1,1,3,2,3,2,2,2,4
no,female,either,18,1,1,1,5,4,4,4,2,3,4
no,female,men,21,2,3,3,3,1,5,4,1,1,3
no,female,men,18,1,1,1,5,3,4,3,2,1,3
no,female,men,20,1,1,1,3,3,2,1,1,1,1
no,female,men,20,3,2,5,5,4,4,4,4,5,3
no,female,men,18,1,1,1,2,1,4,4,4,3,5
no,female,either,20,2,1,2,4,1,3,4,4,3,2
no,male,women,32,2,3,3,4,4,4,3,4,3,4
no,female,men,18,1,1,1,3,1,3,5,2,2,4
no,female,men,46,2,3,2,3,3,1,2,2,2,6
no,female,men,18,1,1,1,3,2,2,2,4,2,5
no,female,men,24,2,2,4,2,3,4,2,2,1,5
no,female,men,24,1,1,1,1,1,1,1,1,1,5
no,female,men,36,3,2,2,5,5,5,5,5,2,6
no,female,men,20,2,2,2,2,1,1,4,2,1,6
no,male,women,20,2,2,3,5,3,3,4,2,4,4
no,female,men,19,1,1,1,1,1,1,5,1,2,7
no,female,men,20,3,2,3,4,2,3,3,2,2,5
no,female,men,20,1,1,1,5,3,3,5,4,4,3
no,female,either,24,2,2,3,2,2,2,3,2,2,4
no,male,women,23,1,1,1,5,3,3,4,2,4,2
